title,tags,perks,country,location,company,posted,moeda_original,salary_min,salary_max,salary_mean
Software-Ingenieure (m/w) Java und/oder C++ für Planungssoftware im ÖPNV,"c++, java, java-ee, architecture, algorithm",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Software-Ingenieure und -Architekten (m/w) Java/C++,"c++, java, jee, architecture, design",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:06.574454,-,0,0,0.0
Software-Ingenieure (m/w) für die Bordrechner-Entwicklung,"c++, hardware, oop, embedded, linux",,Alemanha,Aachen,IVU Traffic Technologies AG,2018-11-12 13:43:06.590096,-,0,0,0.0
Data Fusion Developer,"python, postgresql, geospatial",Visa sponsor,Holanda,Delft,GeoPhy,2018-11-12 13:43:06.590096,-,0,0,0.0
Python Developer - DevOps Cloud Feature Team (senior) H/F,4,,França,Nonette,Societe Generale,2018-11-12 13:43:06.590096,-,0,0,0.0
Full Stack PHP Developer,"php, laravel, mysql, vue.js",Visa sponsor,Reino Unido,London,GeoPhy,2018-11-12 13:43:06.590096,-,0,0,0.0
Embedded Linux Software Entwickler/in,"linux, c, yocto, u-boot",,Alemanha,Geisenheim,Topcon Electronics GmbH & Co. KG,2018-11-12 13:43:06.590096,-,0,0,0.0
Ingénieur Support Communications Unifiées,cisco,,França,Les Ulis,SFR,2018-11-12 13:43:06.590096,€,14,18,16.0
Junior Engineer to join the FT Product and Technology department,"agile, scrum, java, node.js, go",,Bulgaria,Sofia,Financial Times,2018-11-12 13:43:07.058796,-,0,0,0.0
Software Engineer DevOps (m/w) am Standort Ehningen bei Stuttgart,"cloud, design, amazon-web-services, python, docker",,Alemanha,Ehningen,IBM Client Innovation Center Germany GmbH,2018-11-12 13:43:07.058796,-,0,0,0.0
DevOps Engineer - Python (f/m),"linux, continuous-integration, ansible, puppet, windows",,Alemanha,Ulm,BMW Group,2018-11-12 13:43:07.074419,-,0,0,0.0
"Senior Java Developer (Spring, Docker, MongoDB)","java, mongodb, docker, spring",Paid relocation,Alemanha,Düsseldorf,Cumulocity,2018-11-12 13:43:07.074419,-,0,0,0.0
"Senior System Engineer (m/f) - Munich, Germany","php, mysql, lamp","Visa sponsor, Paid relocation",Alemanha,München,Westwing Home & Living,2018-11-12 13:43:07.074419,-,0,0,0.0
Infrastructure Engineer AWS (f/m/d),"node.js, amazon-web-services, kubernetes, terraform, ruby-on-rails",Paid relocation,Alemanha,Berlin,Babbel (Lesson Nine GmbH),2018-11-12 13:43:07.074419,-,0,0,0.0
Dynamics 365-utvecklare med inriktning AX,"c#, .net, sql-server, javascript, microsoft-dynamics",,Suécia,Stockholm,Acando,2018-11-12 13:43:07.074419,-,0,0,0.0
Software-Testingenieure / Produktspezialisten (m/w),"agile, testing, automated-tests, integration-testing, unit-testing",,Alemanha,Berlin,IVU Traffic Technologies AG,2018-11-12 13:43:07.074419,-,0,0,0.0
Softwareentwickler (m/w) Java,"java, spring, sql, maven, rest",,Alemanha,Hannover,Swiss Life Deutschland,2018-11-12 13:43:07.074419,-,0,0,0.0
Java Developer - Distributed systems on microservices,"java, docker, microservices, continuous-integration, relational-database",,Reino Unido,London,Yoti,2018-11-12 13:43:07.074419,£,18,25,21.5
Software Testautomatisierer (m/w),"c#, java, jenkins, vbscript",,Alemanha,Hannover,Swiss Life Deutschland,2018-11-12 13:43:07.074419,-,0,0,0.0
Mobile-App-Entwickler (m/w),"android, ios, html, xml, rest",,Alemanha,Hannover,Swiss Life Deutschland,2018-11-12 13:43:07.074419,-,0,0,0.0
Firmware-/VHDL-Entwickler (w/m),"c, vhdl, fpga, arm, c++",Paid relocation,Alemanha,Obersulm,IDS Imaging Development Systems GmbH,2018-11-12 13:43:07.090043,-,0,0,0.0
UX Designer - help grow out a tech function within an established firm,"user-experience, axure, sketch-3, adobe-illustrator",On-site and limited remote,Reino Unido,London,GfK,2018-11-12 13:43:07.090043,£,20,25,22.5
Python Developer,"python, elasticsearch, rabbitmq, docker, redis",,Holanda,Amsterdam,Zaaksysteem.nl,2018-11-12 13:43:07.090043,€,12,21,16.5
PHP Tech Lead (m/f),"php, symfony2, oop, zend-framework, jira","Visa sponsor, Paid relocation",Alemanha,München,Westwing Home & Living,2018-11-12 13:43:07.090043,-,0,0,0.0
IT Operations Manager (m/f),"cloud, linux, amazon-web-services, mysql, kubernetes","Visa sponsor, Paid relocation",Alemanha,München,Westwing Home & Living,2018-11-12 13:43:07.090043,-,0,0,0.0
"Senior Test Automation Engineer (m/f) - Warsaw, Poland","automation, php, behat, selenium","Visa sponsor, Paid relocation",Polen,Warschau,Westwing Home & Living,2018-11-12 13:43:07.090043,-,0,0,0.0
"(Senior) Full Stack Engineer (m/f) - Warsaw, Poland","php, wordpress, sass, css, javascript","Visa sponsor, Paid relocation",Polen,Warschau,Westwing Home & Living,2018-11-12 13:43:07.090043,-,0,0,0.0
Senior Java Developer and Web Application Developer,"java, wicket, jquery, html5, solr",,Alemanha,Karlsruhe,semedy,2018-11-12 13:43:07.090043,-,0,0,0.0
Senior Javascript Entwickler (m/w),"javascript, angularjs, css",Paid relocation,Alemanha,Freiburg im Breisgau,mondas GmbH,2018-11-12 13:43:07.090043,-,0,0,0.0
Director of Engineering,"php, ruby-on-rails-4, angularjs, ruby-on-rails, amazon-web-services",Visa sponsor,"Washington, EUA",Washington,"Interfolio, Inc",2018-11-12 13:43:07.090043,-,0,0,0.0
Senior Back-End Developer,"docker, micro-services, postgres",Remote,Reino Unido,London,Plutus.it,2018-11-12 13:43:07.090043,£,28,37,32.5
Full - Stack Entwickler JavaScript/React/Node.js (m/w),"javascript, node.js, react, angular, php",,Alemanha,Mainz,3st digital GmbH,2018-11-12 13:43:07.105686,€,14,22,18.0
Senior Backend Developer Node JS,"node.js, cloud, amazon-web-services, elasticsearch, postgresql",,Alemanha,Berlin,Cision ImageIQ,2018-11-12 13:43:07.105686,€,22,28,25.0
Integration Architect,"design, web-services",,Bélgica,Kontich,Cronos Groep,2018-11-12 13:43:07.652507,-,0,0,0.0
Full Stack Engineer,"ruby-on-rails, reactjs, angular, amazon-web-services, javascript","Remote, Visa sponsor","Washington, EUA",Washington,"Interfolio, Inc",2018-11-12 13:43:07.668129,-,0,0,0.0
Senior Network Engineer,java,Paid relocation,Holanda,Amsterdam,eBay,2018-11-12 13:43:07.668129,-,0,0,0.0
Junior Fullstack JavaScript Developer,"node.js, javascript, reactjs",,Alemanha,Berlin,Cision ImageIQ,2018-11-12 13:43:07.668129,-,0,0,0.0
Product Owner Remote Services (m/f),"scrum, agile, android",,Alemanha,Berlin,Viessmann Group,2018-11-12 13:43:07.668129,-,0,0,0.0
JavaScript Developer with a Passion for Games,"spring, spring-mvc, javascript, html5",Paid relocation,Spain,Barcelona,Casumo,2018-11-12 13:43:07.668129,-,0,0,0.0
"Stagiaire iOS Swift, projet open-source","swift, sdk, ios",,França,Paris,European Digital Reading Lab (EDRLab),2018-11-12 13:43:07.668129,€,3,6,4.5
Lead Javascript Engineer - React (m/f/x),"javascript, reactjs, css, angularjs","Visa sponsor, Paid relocation",Alemanha,Berlin,HeavenHR,2018-11-12 13:43:07.668129,€,21,29,25.0
"Security Engineer (AppSec, DevOps principles)","security, devops, amazon-web-services, splunk, sysadmin",,Reino Unido,London,YOOX NET-A-PORTER GROUP,2018-11-12 13:43:07.668129,£,24,37,30.5
Senior Frontend Engineer - React (m/f/x),"reactjs, javascript, html, react-native","Visa sponsor, Paid relocation",Alemanha,Berlin,HeavenHR,2018-11-12 13:43:07.668129,€,21,29,25.0
Werkstudent (m/w/d) Business Intelligence,"sql, business-intelligence, sap",,Alemanha,Hamburg,Hermes Gruppe,2018-11-12 13:43:07.668129,-,0,0,0.0
Mandarin Speaking 1st Line Support Engineer,"linux, open-source, suse",,,Singapore,SUSE,2018-11-12 13:43:07.668129,-,0,0,0.0
IT Auditor (m/f),sap,,Alemanha,Allendorf (Eder),Viessmann Group,2018-11-12 13:43:07.683753,-,0,0,0.0
Java Fullstack Software Engineer,"java, python, sql",,"Illinois, EUA",Chicago,JP Morgan Chase,2018-11-12 13:43:07.683753,-,0,0,0.0
Node.js Developer for high-scalable CRM Tool,"node.js, javascript, mysql","Visa sponsor, Paid relocation",Alemanha,Hamburg,ABOUT YOU GmbH,2018-11-12 13:43:07.683753,-,0,0,0.0
SOFTWARE QA ENGINEER / TEST ENGINEER (M/W),"qa, android, ios",,Alemanha,Munich,RE'FLEKT GmbH,2018-11-12 13:43:07.683753,-,0,0,0.0
Maintenance Release Coordination Engineer,"testing, maintenance, release, linux, python",,Czechia,Prague,SUSE,2018-11-12 13:43:07.683753,-,0,0,0.0
Software Developer Engineer in Test - Marketing Solutions,"sql, jira, jenkins, git, java",Paid relocation,Spain,Palma,trivago N.V,2018-11-12 13:43:07.683753,-,0,0,0.0
Front office software architect working overseas development teams,"java, agile, c++, c#, c",Paid relocation,Holanda,Eindhoven,Sioux,2018-11-12 13:43:07.683753,€,16,29,22.5
Mobile Platform Support (m/w/d),"android, itil, jira, remedy",Paid relocation,Alemanha,Hamburg,Hermes Gruppe,2018-11-12 13:43:07.683753,-,0,0,0.0
Embedded Software Engineer C# - Develop for Innovative Products,"c#, .net, c++, c, java",Paid relocation,Holanda,Delft,Sioux,2018-11-12 13:43:07.683753,€,14,26,20.0
Backend Engineer,"c#, java, c++, tdd, python",Visa sponsor,Reino Unido,London,MarketInvoice Ltd,2018-11-12 13:43:07.683753,£,18,33,25.5
Site Reliability Engineer | Data Science Platform,"kubernetes, openfaas, docker, go, python","Visa sponsor, Paid relocation",Alemanha,Berlin,Contiamo,2018-11-12 13:43:07.699377,€,21,29,25.0
Senior Frontend Engineer | Data Science Platform,"reactjs, typescript, d3.js, ecmascript-6, redux-observable","Visa sponsor, Paid relocation",Alemanha,Berlin,Contiamo,2018-11-12 13:43:07.699377,€,21,29,25.0
(Senior) Software Engineer (Golang) | Data Science Platform,"go, kubernetes, docker, git","Visa sponsor, Paid relocation",Alemanha,Berlin,Contiamo,2018-11-12 13:43:07.699377,€,21,29,25.0
Cloud Engineer,"go, devops, amazon-web-services, kubernetes, google-cloud-platform","Visa sponsor, Paid relocation",Holanda,Amsterdam,BloomReach,2018-11-12 13:43:08.589941,-,0,0,0.0
Front-End Developer ,"javascript, html, css, angular, jquery",,Reino Unido,Kenilworth,Hays Specialist Recruitment Ltd,2018-11-12 13:43:08.589941,-,0,0,0.0
Softwareentwickler/ Software Developer m/w Scala,"scala, android, iot",,Alemanha,Düsseldorf,Eppendorf AG,2018-11-12 13:43:08.589941,-,0,0,0.0
"Infrastructure Engineer (f/m) - for our brands GMX, WEB.DE and mail.com","python, java, linux",Paid relocation,Alemanha,Karlsruhe,1&1,2018-11-12 13:43:08.589941,-,0,0,0.0
Senior Full Stack C# Developer – new projects & want to learn Typescript?,"c#, asp.net-mvc, oop, angular, typescript",On-site and limited remote,Reino Unido,Manchester,Hays plc,2018-11-12 13:43:08.589941,-,0,0,0.0
Golang Software Engineer (f/m),"go, mongodb, grpc, microservices","Visa sponsor, Paid relocation",Alemanha,Berlin,simplesurance GmbH,2018-11-12 13:43:08.605564,-,0,0,0.0
.NET Software Engineer,".net, c#, asp.net",,Romênia,București,Electronic Arts Romania,2018-11-12 13:43:08.605564,-,0,0,0.0
Experienced Function Developer,"python, matlab",,Suécia,Gothenburg,Volvo Car Corporation(Prd),2018-11-12 13:43:08.605564,-,0,0,0.0
SUSE Enterprise Storage Automation Engineer,"automation, python, testing, storage, linux",,Czechia,Prague,SUSE,2018-11-12 13:43:08.605564,-,0,0,0.0
Android Developer (UX/Frontend focused) for fast-growing Cloud Storage Startup,"android, user-experience, photoshop",Remote,Suécia,Stockholm,Degoo,2018-11-12 13:43:08.605564,-,0,0,0.0
Database Developer (all genders welcome),"tsql, git, sql-server, redgate, tdd",,Alemanha,Lingen (Ems),ROSEN Technology and Research Center GmbH,2018-11-12 13:43:08.605564,-,0,0,0.0
iOS Developer (UX/Frontend focused) for fast-growing Cloud Storage Startup,"user-experience, ios, swift, photoshop",Remote,Suécia,Stockholm,Degoo,2018-11-12 13:43:08.605564,-,0,0,0.0
".NET utvecklare till WCOM, Göteborg",".net, c#, sql-server, azure, asp.net-mvc",,Suécia,Gothenburg,Intenso Teknikrekrytering AB,2018-11-12 13:43:08.605564,-,0,0,0.0
Microsoft Web Application Support Developer,"c#, vb.net, sql-server, wcf, webforms",,Reino Unido,Thame,ULS Technology plc,2018-11-12 13:43:08.605564,£,14,21,17.5
Go Developer,"go, amazon-web-services, kubernetes, linux","Visa sponsor, Paid relocation",Holanda,Amsterdam,BloomReach,2018-11-12 13:43:08.605564,-,0,0,0.0
Senior Java Developer,"java, java-ee, spring",,Holanda,Amsterdam,BloomReach,2018-11-12 13:43:08.621207,-,0,0,0.0
Product Operations Engineer,"cloud, amazon-web-services, kubernetes","Visa sponsor, Paid relocation",Holanda,Amsterdam,BloomReach,2018-11-12 13:43:08.621207,-,0,0,0.0
Java Developer,"java, spring, javascript, angular, angular5",,Reino Unido,Northampton,Hays Specialist Recruitment Ltd,2018-11-12 13:43:08.621207,-,0,0,0.0
Technical Innovator,"machine-learning, hpc, computation, scientific-computing, mathematical-optimization",Visa sponsor,Reino Unido,Hinxton,Wellcome Trust Sanger Institute,2018-11-12 13:43:08.621207,£,15,24,19.5
Senior Software Engineer to work on analytics platform development projects,"scala, perl, python, c#, hadoop",,Reino Unido,Cambridge,Arm,2018-11-12 13:43:08.621207,-,0,0,0.0
Contributing to the driver development for the next generation Mali™ mobile GPUs,"linux, android, mobile, driver",,Reino Unido,Cambridge,Arm,2018-11-12 13:43:08.621207,-,0,0,0.0
Professional Front End Developer,"html, node.js, javascript, sass, reactjs",Paid relocation,Reino Unido,Manchester,Code Computerlove,2018-11-12 13:43:08.621207,-,0,0,0.0
[Senior] Haskell Software Developer Genius for Network Security Solutions,"haskell, security, linux, networking, cluster-computing","Remote, Visa sponsor, Paid relocation",Alemanha,Hamburg,Secucloud,2018-11-12 13:43:08.621207,€,21,36,28.5
C# Software Developer FrontEnd (all genders welcome),"c#, .net",,Alemanha,Lingen (Ems),ROSEN Technology and Research Center GmbH,2018-11-12 13:43:08.621207,-,0,0,0.0
"Senior Developer for diverse, international data company focusing on Java","java, python, aws, docker, microservices",Paid relocation,Alemanha,München,CARFAX Europe GmbH,2018-11-12 13:43:08.621207,€,23,31,27.0
